carrier_name,route,shipment_date,delay_minutes,sla_breach_minutes,disruption_cost,total_additional_cost,cargo_value,weight_kg
Maersk,Hong_Kong-Tokyo,2025-08-29,1440.0,0.0,0.0,918.38,27997.19,19680.09
DHL,New_York-Hamburg,2025-06-20,2880.0,0.0,0.0,1704.19,141322.23,11664.5
DHL,Los_Angeles-Tokyo,2024-12-01,-562.0,0.0,0.0,0.0,92914.66,17325.23
UPS,Singapore-Hamburg,2025-09-09,5760.0,1440.0,600.0,600.0,163029.47,5008.61
CMA_CGM,Dubai-London,2024-10-15,-125.0,0.0,0.0,1015.42,6937.21,18969.16
DHL,Mumbai-Dubai,2025-02-09,0.0,0.0,0.0,0.0,171336.65,9381.1
DHL,London-Singapore,2025-04-13,7200.0,1440.0,1200.0,1200.0,3517.98,14849.3
COSCO,Hong_Kong-Tokyo,2025-09-20,1440.0,0.0,0.0,446.83,67692.28,7862.14
CMA_CGM,London-Singapore,2025-08-28,15840.0,11520.0,9600.0,9600.0,39879.78,18946.63
Maersk,London-Singapore,2025-05-29,4320.0,0.0,0.0,0.0,205472.48,10326.22
Maersk,Singapore-Hamburg,2024-11-24,0.0,0.0,0.0,594.7,1221.88,17952.31
DHL,Hong_Kong-Tokyo,2025-05-19,1440.0,0.0,0.0,895.49,27781.03,6766.92
COSCO,Hong_Kong-Tokyo,2025-02-08,0.0,0.0,0.0,2355.94,81965.37,2681.1
Maersk,New_York-Hamburg,2025-04-26,0.0,0.0,0.0,1594.68,3658.45,1863.24
Maersk,Dubai-London,2025-06-01,-1342.0,0.0,0.0,0.0,16333.74,795.92
MSC,Los_Angeles-Tokyo,2025-08-18,4320.0,1440.0,600.0,917.97,52609.2,9969.37
COSCO,Dubai-London,2025-07-15,8640.0,2880.0,4800.0,4800.0,13120.09,2836.42
Maersk,London-Singapore,2024-11-29,2880.0,0.0,0.0,398.33,28367.94,11789.75
UPS,Rotterdam-New_York,2025-08-25,5760.0,1440.0,600.0,3151.85,22954.47,11842.74
FedEx,Singapore-Hamburg,2025-08-05,-849.0,0.0,0.0,1263.61,35985.39,3198.0
DHL,Dubai-London,2025-05-09,0.0,0.0,0.0,901.39,3251.02,2861.42
Kuehne_Nagel,Los_Angeles-Tokyo,2024-11-22,2880.0,0.0,0.0,889.04,13319.91,15324.53
DHL,New_York-Hamburg,2025-08-12,1440.0,0.0,0.0,594.23,3520.96,16582.98
UPS,Mumbai-Dubai,2025-08-02,-129.0,0.0,0.0,541.81,9693.75,8111.84
Kuehne_Nagel,Los_Angeles-Tokyo,2024-12-17,0.0,0.0,0.0,0.0,42872.18,729.5
FedEx,London-Singapore,2025-08-15,2880.0,0.0,0.0,0.0,7111.41,18873.47
FedEx,Hong_Kong-Tokyo,2025-06-25,12960.0,7200.0,3000.0,3444.62,3064.59,8730.23
UPS,Hong_Kong-Tokyo,2025-03-01,0.0,0.0,0.0,764.03,38884.72,17222.1
CMA_CGM,Los_Angeles-Tokyo,2024-10-30,4320.0,0.0,0.0,0.0,4968.33,7614.03
CMA_CGM,Dubai-London,2025-08-14,4320.0,0.0,0.0,928.89,10463.31,10434.37
FedEx,Singapore-Hamburg,2025-03-10,0.0,0.0,0.0,1668.93,8586.82,12831.38
CMA_CGM,London-Singapore,2025-09-06,-1380.0,0.0,0.0,1859.25,7372.13,883.31
CMA_CGM,Rotterdam-New_York,2024-11-11,-396.0,0.0,0.0,511.61,20362.56,10609.97
CMA_CGM,Los_Angeles-Tokyo,2025-04-11,1440.0,0.0,0.0,0.0,25953.99,18990.19
FedEx,Hong_Kong-Tokyo,2025-04-28,0.0,0.0,0.0,1395.64,77502.56,4306.65
Kuehne_Nagel,Mumbai-Dubai,2024-10-15,0.0,0.0,0.0,1341.81,13168.44,11302.51
CMA_CGM,New_York-Hamburg,2025-04-18,5760.0,1440.0,600.0,600.0,7687.91,11374.22
Kuehne_Nagel,Singapore-Hamburg,2024-11-08,-1301.0,0.0,0.0,1163.97,26960.31,11227.6
DHL,Dubai-London,2025-05-10,-628.0,0.0,0.0,0.0,35247.4,19009.23
MSC,Rotterdam-New_York,2024-09-30,0.0,0.0,0.0,658.91,4776.3,9723.04
FedEx,Mumbai-Dubai,2025-01-05,1440.0,0.0,0.0,171.21,27237.23,4785.05
UPS,New_York-Hamburg,2025-09-26,1440.0,0.0,0.0,2350.97,35670.76,12115.76
CMA_CGM,Rotterdam-New_York,2025-04-30,2880.0,0.0,0.0,0.0,14548.14,2902.48
Maersk,Hong_Kong-Tokyo,2025-06-14,0.0,0.0,0.0,1231.87,217486.23,5040.46
FedEx,London-Singapore,2025-09-29,2880.0,0.0,0.0,1591.3,29360.79,6631.66
COSCO,Shanghai-Los_Angeles,2024-12-01,-1173.0,0.0,0.0,159.81,8415.49,8411.89
UPS,Dubai-London,2025-07-13,0.0,0.0,0.0,0.0,9418.84,11207.17
MSC,Los_Angeles-Tokyo,2024-12-26,2880.0,0.0,0.0,283.55,116048.46,17488.45
DHL,Singapore-Hamburg,2025-06-21,15840.0,10080.0,12600.0,13266.74,16679.88,18773.16
Kuehne_Nagel,Dubai-London,2025-07-01,0.0,0.0,0.0,0.0,3948.84,2072.89
Kuehne_Nagel,Rotterdam-New_York,2025-07-31,0.0,0.0,0.0,0.0,35729.99,4331.18
COSCO,New_York-Hamburg,2025-02-06,1440.0,0.0,0.0,0.0,23254.47,3556.79
UPS,Hong_Kong-Tokyo,2025-04-06,1440.0,0.0,0.0,1263.81,5646.01,3585.45
CMA_CGM,Singapore-Hamburg,2024-11-13,5760.0,0.0,0.0,0.0,45787.33,7888.85
Maersk,London-Singapore,2025-02-02,0.0,0.0,0.0,556.01,11081.42,6300.07
CMA_CGM,Shanghai-Rotterdam,2025-07-10,2880.0,0.0,0.0,0.0,23697.82,19370.32
UPS,Shanghai-Los_Angeles,2025-08-19,0.0,0.0,0.0,0.0,21184.13,11124.82
FedEx,New_York-Hamburg,2025-08-04,-938.0,0.0,0.0,1284.3,26441.34,14009.53
COSCO,Shanghai-Rotterdam,2025-02-20,-1192.0,0.0,0.0,845.26,24638.71,3498.68
Maersk,Shanghai-Los_Angeles,2025-04-29,2880.0,0.0,0.0,0.0,27451.4,11353.43
Kuehne_Nagel,Dubai-London,2025-09-27,2880.0,0.0,0.0,608.87,20231.67,18601.71
COSCO,Shanghai-Rotterdam,2025-03-01,2880.0,0.0,0.0,0.0,61824.47,18310.08
COSCO,Dubai-London,2025-04-20,0.0,0.0,0.0,1543.64,20271.71,18693.55
Maersk,Shanghai-Rotterdam,2025-06-11,0.0,0.0,0.0,1282.2,1324.02,9349.25
Kuehne_Nagel,Singapore-Hamburg,2025-08-13,4320.0,0.0,0.0,2194.28,14099.32,19608.79
Kuehne_Nagel,Dubai-London,2025-02-28,-855.0,0.0,0.0,1633.44,26616.15,12372.92
UPS,Singapore-Hamburg,2024-12-23,2880.0,0.0,0.0,1937.79,39141.39,11337.44
MSC,Dubai-London,2025-05-11,1440.0,0.0,0.0,400.04,18333.46,2833.98
MSC,London-Singapore,2025-02-12,2880.0,0.0,0.0,1145.21,3247.37,12045.11
CMA_CGM,Singapore-Hamburg,2025-07-17,11520.0,5760.0,4800.0,7018.35,15645.4,10412.94
UPS,London-Singapore,2025-03-06,1440.0,0.0,0.0,0.0,25840.05,6178.13
Maersk,London-Singapore,2025-06-23,4320.0,0.0,0.0,709.18,68905.51,13751.03
UPS,Hong_Kong-Tokyo,2025-07-17,-1034.0,0.0,0.0,1254.71,51768.8,14095.7
Maersk,Dubai-London,2024-11-09,0.0,0.0,0.0,662.59,25908.43,4164.6
COSCO,Singapore-Hamburg,2024-12-25,0.0,0.0,0.0,209.25,9494.92,2080.18
CMA_CGM,Hong_Kong-Tokyo,2025-06-04,0.0,0.0,0.0,940.72,70633.85,17537.13
FedEx,London-Singapore,2025-06-06,-285.0,0.0,0.0,0.0,11598.95,5533.99
COSCO,New_York-Hamburg,2025-03-24,-994.0,0.0,0.0,996.39,14120.59,8502.14
Kuehne_Nagel,Shanghai-Los_Angeles,2024-11-28,0.0,0.0,0.0,0.0,6523.67,14743.54
FedEx,Dubai-London,2025-08-19,2880.0,0.0,0.0,0.0,16690.75,15468.44
UPS,Shanghai-Rotterdam,2025-06-25,2880.0,0.0,0.0,3881.11,10437.55,188.18
Maersk,Dubai-London,2025-09-11,1440.0,0.0,0.0,1647.97,35281.11,14347.89
FedEx,Los_Angeles-Tokyo,2025-07-18,17280.0,14400.0,24000.0,24000.0,119312.75,3847.21
COSCO,Shanghai-Rotterdam,2024-12-11,0.0,0.0,0.0,956.66,48979.24,14701.04
Maersk,Hong_Kong-Tokyo,2025-07-04,7200.0,0.0,0.0,792.35,202538.31,11205.21
CMA_CGM,London-Singapore,2024-09-29,-255.0,0.0,0.0,1795.18,11272.41,5523.05
COSCO,Dubai-London,2025-09-10,-1385.0,0.0,0.0,936.5,80147.34,12826.47
Kuehne_Nagel,Los_Angeles-Tokyo,2025-08-03,0.0,0.0,0.0,194.62,61439.19,6216.92
UPS,Shanghai-Los_Angeles,2025-04-12,0.0,0.0,0.0,415.3,19370.46,4952.6
Maersk,Rotterdam-New_York,2025-08-05,-970.0,0.0,0.0,0.0,12819.03,11162.38
UPS,Hong_Kong-Tokyo,2024-11-09,-460.0,0.0,0.0,0.0,16363.35,18789.34
Maersk,London-Singapore,2025-04-09,1440.0,0.0,0.0,343.08,11916.28,8529.3
COSCO,Shanghai-Rotterdam,2024-11-24,7200.0,0.0,0.0,507.67,25123.22,11086.55
MSC,New_York-Hamburg,2025-09-19,1440.0,0.0,0.0,1354.75,4553.56,12007.31
MSC,Singapore-Hamburg,2024-10-27,-159.0,0.0,0.0,1314.5,7757.81,13812.99
Maersk,Hong_Kong-Tokyo,2025-06-25,0.0,0.0,0.0,780.82,77479.71,3919.13
CMA_CGM,Rotterdam-New_York,2025-01-26,-153.0,0.0,0.0,784.0,11860.72,2779.87
UPS,Mumbai-Dubai,2024-12-31,7200.0,4320.0,7200.0,8017.82,9118.88,4435.97
Kuehne_Nagel,Mumbai-Dubai,2025-07-19,1440.0,0.0,0.0,0.0,7159.09,959.53
DHL,Dubai-London,2025-03-05,5760.0,1440.0,1800.0,2607.68,49153.08,14755.8
Maersk,Rotterdam-New_York,2025-01-24,0.0,0.0,0.0,1204.81,1283.56,3517.07
Maersk,Los_Angeles-Tokyo,2025-08-15,-157.0,0.0,0.0,0.0,52059.76,16803.9
MSC,Los_Angeles-Tokyo,2024-12-19,0.0,0.0,0.0,0.0,32277.92,2134.51
FedEx,Shanghai-Los_Angeles,2025-04-27,0.0,0.0,0.0,426.02,6422.76,5234.84
COSCO,Rotterdam-New_York,2025-06-03,-540.0,0.0,0.0,1724.15,196272.95,10663.98
MSC,Dubai-London,2024-11-05,-853.0,0.0,0.0,0.0,21018.55,5614.63
UPS,Shanghai-Los_Angeles,2025-08-11,2880.0,0.0,0.0,0.0,13771.47,4439.11
MSC,Mumbai-Dubai,2024-12-12,1440.0,0.0,0.0,1552.4,38444.08,18521.06
DHL,Rotterdam-New_York,2024-10-08,0.0,0.0,0.0,0.0,11561.22,1885.42
CMA_CGM,Singapore-Hamburg,2024-10-05,5760.0,0.0,0.0,1752.68,8677.09,19399.58
COSCO,New_York-Hamburg,2024-10-11,5760.0,2880.0,2400.0,2684.93,35362.5,3224.46
DHL,Shanghai-Rotterdam,2025-01-21,1440.0,0.0,0.0,3678.17,10717.18,17965.6
CMA_CGM,Dubai-London,2024-11-15,-1387.0,0.0,0.0,1189.94,52042.02,11739.93
DHL,London-Singapore,2024-12-18,0.0,0.0,0.0,0.0,37979.26,2318.39
Kuehne_Nagel,Shanghai-Los_Angeles,2024-12-10,1440.0,0.0,0.0,2068.24,33722.36,14357.92
COSCO,Dubai-London,2025-08-16,2880.0,0.0,0.0,783.29,11919.03,2987.38
MSC,London-Singapore,2025-07-27,1440.0,0.0,0.0,666.71,16397.01,5439.84
DHL,Mumbai-Dubai,2025-06-20,-214.0,0.0,0.0,0.0,71222.76,10121.48
MSC,Los_Angeles-Tokyo,2024-10-26,0.0,0.0,0.0,2613.85,29873.88,16144.46
COSCO,New_York-Hamburg,2024-10-25,10080.0,7200.0,6000.0,6846.27,68059.01,6840.44
MSC,Dubai-London,2025-01-05,1440.0,0.0,0.0,406.44,37396.66,16726.47
UPS,Mumbai-Dubai,2025-03-23,0.0,0.0,0.0,161.35,24608.11,6725.2
MSC,Rotterdam-New_York,2024-11-14,0.0,0.0,0.0,1633.07,44027.49,15859.43
FedEx,Rotterdam-New_York,2025-03-11,8640.0,2880.0,3600.0,4410.52,70256.86,7020.19
DHL,Mumbai-Dubai,2025-02-14,4320.0,0.0,0.0,1566.2,13814.0,6438.73
COSCO,New_York-Hamburg,2025-06-12,1440.0,0.0,0.0,1832.4,37287.47,4896.94
Maersk,Singapore-Hamburg,2025-03-04,2880.0,0.0,0.0,1070.67,83088.9,9607.1
Maersk,Dubai-London,2024-10-03,5760.0,0.0,0.0,0.0,10968.56,3085.77
Maersk,New_York-Hamburg,2025-06-27,1440.0,0.0,0.0,941.25,10008.53,3267.35
COSCO,New_York-Hamburg,2025-05-19,-1384.0,0.0,0.0,805.19,101256.2,2141.12
FedEx,Hong_Kong-Tokyo,2025-01-23,0.0,0.0,0.0,1021.97,15313.36,18766.29
MSC,New_York-Hamburg,2025-02-09,2880.0,0.0,0.0,0.0,5941.46,9324.23
DHL,Hong_Kong-Tokyo,2025-02-26,-692.0,0.0,0.0,0.0,49163.06,16492.53
CMA_CGM,Hong_Kong-Tokyo,2025-02-21,2880.0,0.0,0.0,643.69,12795.61,17884.01
CMA_CGM,Shanghai-Rotterdam,2024-12-18,1440.0,0.0,0.0,0.0,16180.25,12496.84
COSCO,Mumbai-Dubai,2025-01-24,0.0,0.0,0.0,561.6,33666.98,16897.55
UPS,London-Singapore,2025-03-14,4320.0,0.0,0.0,529.63,26669.06,5182.66
FedEx,Shanghai-Rotterdam,2025-05-27,2880.0,0.0,0.0,971.6,15977.91,16746.85
DHL,London-Singapore,2025-05-16,0.0,0.0,0.0,639.1,19239.63,8929.12
MSC,Rotterdam-New_York,2025-09-21,4320.0,1440.0,600.0,600.0,15665.9,8733.6
Maersk,New_York-Hamburg,2025-04-02,11520.0,5760.0,9600.0,10298.91,2730.44,12239.46
FedEx,Mumbai-Dubai,2025-06-02,1440.0,0.0,0.0,0.0,5945.15,4399.39
FedEx,New_York-Hamburg,2025-05-25,14400.0,10080.0,12600.0,14443.29,8473.04,6554.2
DHL,Shanghai-Los_Angeles,2025-05-17,2880.0,0.0,0.0,524.03,18971.01,1990.78
COSCO,Rotterdam-New_York,2024-10-15,-1152.0,0.0,0.0,1406.94,37999.17,4295.79
MSC,Shanghai-Rotterdam,2025-06-19,2880.0,0.0,0.0,731.29,30777.76,10881.59
Kuehne_Nagel,Rotterdam-New_York,2025-04-07,-1350.0,0.0,0.0,1863.85,34380.14,18123.17
Kuehne_Nagel,Mumbai-Dubai,2024-10-11,1440.0,0.0,0.0,890.06,18683.57,4617.05
COSCO,Rotterdam-New_York,2025-04-11,7200.0,1440.0,2400.0,2400.0,12696.93,13677.01
COSCO,London-Singapore,2025-01-31,0.0,0.0,0.0,0.0,27694.62,14885.66
UPS,Hong_Kong-Tokyo,2025-02-12,4320.0,0.0,0.0,0.0,32361.37,635.19
COSCO,Mumbai-Dubai,2024-10-11,0.0,0.0,0.0,0.0,27254.65,6234.69
MSC,Shanghai-Rotterdam,2025-01-06,0.0,0.0,0.0,0.0,282136.68,1325.32
UPS,Shanghai-Los_Angeles,2025-06-28,0.0,0.0,0.0,2433.88,50460.07,10841.25
Kuehne_Nagel,Rotterdam-New_York,2025-03-31,2880.0,0.0,0.0,1125.89,9048.58,9935.8
UPS,Rotterdam-New_York,2025-08-29,-136.0,0.0,0.0,2297.96,25410.89,18506.14
Maersk,Shanghai-Los_Angeles,2025-08-04,1440.0,0.0,0.0,950.03,30148.5,14945.71
Maersk,Singapore-Hamburg,2025-02-25,4320.0,0.0,0.0,345.26,66984.5,11665.35
Kuehne_Nagel,Mumbai-Dubai,2025-07-18,-529.0,0.0,0.0,517.53,28527.68,14137.17
DHL,New_York-Hamburg,2025-04-26,1440.0,0.0,0.0,0.0,87398.82,3827.11
Kuehne_Nagel,Singapore-Hamburg,2025-07-24,7200.0,1440.0,600.0,600.0,25962.87,3227.14
MSC,Singapore-Hamburg,2024-11-06,0.0,0.0,0.0,204.15,18036.68,19729.82
COSCO,Rotterdam-New_York,2025-03-12,2880.0,0.0,0.0,1253.94,11876.22,13432.98
UPS,Rotterdam-New_York,2025-06-23,0.0,0.0,0.0,1772.3,22116.48,4361.26
DHL,Shanghai-Rotterdam,2025-05-15,5760.0,0.0,0.0,1431.88,15340.92,191.53
UPS,Dubai-London,2025-05-27,1440.0,0.0,0.0,1365.66,6745.26,2484.98
FedEx,Mumbai-Dubai,2025-09-06,0.0,0.0,0.0,502.24,45779.19,3052.32
CMA_CGM,Los_Angeles-Tokyo,2025-02-12,0.0,0.0,0.0,1346.08,9034.91,3477.97
CMA_CGM,Hong_Kong-Tokyo,2025-06-21,1440.0,0.0,0.0,0.0,51345.84,9269.01
UPS,Singapore-Hamburg,2025-04-07,14400.0,10080.0,4200.0,5887.76,2745.44,1103.47
DHL,Rotterdam-New_York,2024-10-09,0.0,0.0,0.0,1069.96,17289.22,19258.51
Kuehne_Nagel,Mumbai-Dubai,2025-02-23,1440.0,0.0,0.0,0.0,10909.52,6220.24
Maersk,Los_Angeles-Tokyo,2024-10-14,0.0,0.0,0.0,0.0,12979.1,18167.76
MSC,London-Singapore,2025-04-06,-197.0,0.0,0.0,2362.8,1339.15,8763.77
UPS,Dubai-London,2025-07-20,0.0,0.0,0.0,312.74,5572.22,177.35
UPS,Rotterdam-New_York,2025-09-15,-1064.0,0.0,0.0,2061.17,8633.43,14913.03
MSC,Singapore-Hamburg,2024-11-01,0.0,0.0,0.0,0.0,70426.52,9290.31
Kuehne_Nagel,Singapore-Hamburg,2025-04-01,2880.0,0.0,0.0,594.59,1387.93,19278.47
COSCO,New_York-Hamburg,2025-01-04,-775.0,0.0,0.0,223.11,19756.24,10868.58
Maersk,London-Singapore,2025-04-28,1440.0,0.0,0.0,1673.96,49432.77,12952.13
UPS,Dubai-London,2024-11-03,0.0,0.0,0.0,0.0,23460.49,17568.78
FedEx,Mumbai-Dubai,2024-10-31,1440.0,0.0,0.0,0.0,12123.75,3385.64
Maersk,New_York-Hamburg,2025-01-02,11520.0,5760.0,9600.0,9600.0,40151.52,13133.88
FedEx,London-Singapore,2025-07-07,-700.0,0.0,0.0,651.64,27271.25,14335.13
CMA_CGM,Los_Angeles-Tokyo,2025-08-17,4320.0,0.0,0.0,1120.07,24867.89,4297.41
MSC,New_York-Hamburg,2025-07-03,-419.0,0.0,0.0,0.0,104246.11,10879.63
Maersk,Mumbai-Dubai,2025-06-01,0.0,0.0,0.0,890.83,21769.66,9319.86
COSCO,Rotterdam-New_York,2025-09-22,1440.0,0.0,0.0,193.62,36776.45,2683.41
Maersk,Hong_Kong-Tokyo,2024-11-04,0.0,0.0,0.0,1203.5,31384.48,18492.43
DHL,London-Singapore,2025-03-24,4320.0,0.0,0.0,1057.59,6390.56,2137.5
DHL,Singapore-Hamburg,2025-02-23,2880.0,0.0,0.0,1585.86,6661.2,18971.35
MSC,Singapore-Hamburg,2025-07-16,2880.0,0.0,0.0,818.85,586513.5,1028.79
COSCO,London-Singapore,2025-02-07,2880.0,0.0,0.0,0.0,13284.82,3186.4
Maersk,Shanghai-Los_Angeles,2024-12-31,7200.0,1440.0,600.0,1528.8,193096.25,1187.75
Kuehne_Nagel,Dubai-London,2025-05-21,2880.0,0.0,0.0,0.0,18056.22,17168.84
CMA_CGM,Shanghai-Rotterdam,2025-03-30,5760.0,0.0,0.0,1004.73,11534.99,3863.86
COSCO,Singapore-Hamburg,2024-10-12,1440.0,0.0,0.0,1714.44,81209.01,11365.0
UPS,Shanghai-Rotterdam,2025-02-01,0.0,0.0,0.0,1952.0,47722.11,2154.82
MSC,Mumbai-Dubai,2025-01-27,0.0,0.0,0.0,0.0,21693.77,3050.43
Kuehne_Nagel,Shanghai-Los_Angeles,2025-05-01,0.0,0.0,0.0,2037.18,81521.17,1570.77
COSCO,Hong_Kong-Tokyo,2025-07-27,-135.0,0.0,0.0,898.78,22264.67,10245.06
MSC,Mumbai-Dubai,2025-06-29,0.0,0.0,0.0,1120.15,51669.26,676.36
COSCO,New_York-Hamburg,2025-08-26,8640.0,5760.0,4800.0,5444.91,7542.88,4333.65
DHL,London-Singapore,2025-03-23,5760.0,0.0,0.0,665.71,8357.02,5461.81
CMA_CGM,Mumbai-Dubai,2024-12-22,2880.0,0.0,0.0,0.0,11544.45,13568.03
MSC,Los_Angeles-Tokyo,2025-05-25,-109.0,0.0,0.0,627.38,11210.01,19266.53
CMA_CGM,Rotterdam-New_York,2025-03-07,-1236.0,0.0,0.0,0.0,20638.86,2164.74
MSC,Shanghai-Los_Angeles,2024-11-04,1440.0,0.0,0.0,2005.91,61427.07,19775.15
DHL,Shanghai-Los_Angeles,2024-10-02,1440.0,0.0,0.0,793.85,68341.69,2168.17
UPS,Shanghai-Rotterdam,2025-06-21,2880.0,0.0,0.0,2694.95,8220.6,6392.4
Kuehne_Nagel,Los_Angeles-Tokyo,2024-11-17,-846.0,0.0,0.0,1296.94,159855.73,14637.99
DHL,Los_Angeles-Tokyo,2025-05-17,1440.0,0.0,0.0,732.85,34184.77,7530.11
MSC,Singapore-Hamburg,2025-08-30,-229.0,0.0,0.0,1216.83,24459.94,14754.37
CMA_CGM,Hong_Kong-Tokyo,2025-06-18,0.0,0.0,0.0,1206.49,4497.26,3287.96
FedEx,Shanghai-Rotterdam,2025-07-29,1440.0,0.0,0.0,0.0,9268.38,11108.79
DHL,New_York-Hamburg,2024-10-09,0.0,0.0,0.0,0.0,63892.75,3138.45
CMA_CGM,Hong_Kong-Tokyo,2025-09-27,-1302.0,0.0,0.0,848.14,5015.36,7781.4
COSCO,Dubai-London,2025-04-13,1440.0,0.0,0.0,1455.67,15246.82,5817.23
COSCO,Dubai-London,2025-03-20,0.0,0.0,0.0,581.35,7325.07,19710.64
DHL,Mumbai-Dubai,2024-10-25,4320.0,0.0,0.0,0.0,25171.49,8915.98
MSC,New_York-Hamburg,2025-04-11,7200.0,1440.0,600.0,600.0,22785.57,16534.05
COSCO,Shanghai-Los_Angeles,2024-12-08,1440.0,0.0,0.0,1680.93,7672.56,11516.48
CMA_CGM,Shanghai-Los_Angeles,2025-03-27,2880.0,0.0,0.0,1311.26,11918.78,15229.93
Kuehne_Nagel,Shanghai-Los_Angeles,2025-01-13,-598.0,0.0,0.0,0.0,6597.72,4783.66
UPS,Dubai-London,2025-06-26,2880.0,0.0,0.0,1885.55,8295.23,16748.84
CMA_CGM,Dubai-London,2025-05-06,-501.0,0.0,0.0,470.75,25741.82,19835.4
COSCO,Los_Angeles-Tokyo,2025-02-26,0.0,0.0,0.0,1684.2,6434.78,402.04
COSCO,Hong_Kong-Tokyo,2025-08-06,7200.0,0.0,0.0,750.81,29722.8,2334.53
Maersk,London-Singapore,2025-09-23,5760.0,1440.0,1800.0,3042.93,23651.09,9550.82
FedEx,Dubai-London,2025-04-25,-790.0,0.0,0.0,346.35,12015.92,17794.06
MSC,Los_Angeles-Tokyo,2025-06-09,0.0,0.0,0.0,0.0,7259.6,7283.73
CMA_CGM,Shanghai-Rotterdam,2025-07-07,2880.0,0.0,0.0,0.0,1264.25,12811.22
COSCO,Mumbai-Dubai,2024-10-17,7200.0,2880.0,4800.0,6862.79,4726.38,9272.12
MSC,Rotterdam-New_York,2025-01-05,1440.0,0.0,0.0,1608.68,26208.57,15869.89
DHL,Hong_Kong-Tokyo,2025-05-14,7200.0,0.0,0.0,0.0,12788.05,6814.26
DHL,Rotterdam-New_York,2024-11-13,1440.0,0.0,0.0,591.99,20894.93,16555.4
CMA_CGM,Mumbai-Dubai,2025-06-27,7200.0,2880.0,1200.0,1200.0,18479.28,3718.3
Maersk,New_York-Hamburg,2025-04-17,1440.0,0.0,0.0,1315.1,4589.79,2680.22
COSCO,New_York-Hamburg,2025-04-07,1440.0,0.0,0.0,0.0,5936.13,8907.04
CMA_CGM,Mumbai-Dubai,2024-12-05,11520.0,7200.0,3000.0,3894.36,26321.8,1259.24
UPS,Dubai-London,2025-09-14,1440.0,0.0,0.0,369.14,5207.5,9329.67
Maersk,London-Singapore,2025-03-23,1440.0,0.0,0.0,425.74,19298.15,18969.73
COSCO,New_York-Hamburg,2025-01-20,0.0,0.0,0.0,1769.26,19383.2,7226.87
COSCO,Hong_Kong-Tokyo,2025-08-26,1440.0,0.0,0.0,1751.26,11732.11,1622.34
MSC,Los_Angeles-Tokyo,2024-12-01,0.0,0.0,0.0,326.82,46071.91,9805.96
CMA_CGM,New_York-Hamburg,2024-10-14,-265.0,0.0,0.0,113.01,12812.36,17882.2
COSCO,Hong_Kong-Tokyo,2025-01-19,0.0,0.0,0.0,872.55,14062.07,19011.19
MSC,Mumbai-Dubai,2025-05-20,0.0,0.0,0.0,2857.7,23395.76,12054.41
COSCO,Dubai-London,2025-02-04,1440.0,0.0,0.0,1662.17,77899.01,10496.78
FedEx,Shanghai-Los_Angeles,2025-03-13,2880.0,0.0,0.0,0.0,32483.06,1733.36
Maersk,Shanghai-Los_Angeles,2024-11-10,0.0,0.0,0.0,0.0,4927.53,5768.06
CMA_CGM,Hong_Kong-Tokyo,2025-06-22,1440.0,0.0,0.0,1565.84,1405.97,4454.35
FedEx,Singapore-Hamburg,2024-11-28,4320.0,1440.0,1200.0,1200.0,21215.42,7530.07
CMA_CGM,Shanghai-Rotterdam,2025-08-20,5760.0,0.0,0.0,1139.84,13013.56,15683.67
UPS,Dubai-London,2024-10-28,2880.0,0.0,0.0,0.0,14142.51,10016.51
DHL,Dubai-London,2024-12-15,2880.0,0.0,0.0,0.0,82846.9,7200.62
Kuehne_Nagel,Dubai-London,2025-04-04,1440.0,0.0,0.0,474.22,8441.52,1627.78
MSC,Mumbai-Dubai,2025-04-05,4320.0,0.0,0.0,792.67,86595.74,3916.13
CMA_CGM,New_York-Hamburg,2025-01-03,-1159.0,0.0,0.0,0.0,42615.31,14233.04
Maersk,New_York-Hamburg,2024-10-01,8640.0,2880.0,4800.0,4800.0,14509.6,17186.11
CMA_CGM,Hong_Kong-Tokyo,2025-02-26,0.0,0.0,0.0,304.38,75968.01,10298.03
CMA_CGM,Los_Angeles-Tokyo,2025-07-27,4320.0,0.0,0.0,0.0,65509.91,16649.83
CMA_CGM,Dubai-London,2025-07-15,4320.0,0.0,0.0,0.0,15909.52,12901.47
Kuehne_Nagel,Los_Angeles-Tokyo,2025-08-08,4320.0,0.0,0.0,0.0,15904.34,2518.37
COSCO,London-Singapore,2025-06-09,-316.0,0.0,0.0,477.19,14265.28,10159.18
CMA_CGM,New_York-Hamburg,2025-09-15,-1138.0,0.0,0.0,2811.12,75396.53,9265.37
COSCO,Los_Angeles-Tokyo,2024-12-06,2880.0,0.0,0.0,0.0,30892.55,15006.2
Maersk,Los_Angeles-Tokyo,2025-07-25,0.0,0.0,0.0,0.0,38358.49,19772.01
Maersk,New_York-Hamburg,2025-02-22,14400.0,8640.0,14400.0,14973.99,3584.29,1659.7
CMA_CGM,London-Singapore,2024-10-16,0.0,0.0,0.0,661.62,38532.22,2400.61
COSCO,Los_Angeles-Tokyo,2025-01-24,0.0,0.0,0.0,0.0,10421.51,4162.12
DHL,Dubai-London,2024-12-08,0.0,0.0,0.0,1077.84,19009.27,10246.34
CMA_CGM,Hong_Kong-Tokyo,2024-12-24,2880.0,0.0,0.0,1054.24,57689.19,4498.68
